lat,lon,wheelchair
55.6628841,37.4311646,0
55.6611015,37.4342088,0
55.6557963,37.3533737,1
55.6623465,37.4370211,0
55.6393556,37.3808575,1
55.653452,37.6198508,1
55.794283,37.5863365,1
55.6231512,37.6038748,1
55.6083502,37.6987819,1
55.6101973,37.6967906,1
55.6105173,37.6968679,1
55.6121975,37.6956224,1
55.6087041,37.6987476,1
55.7307293,37.6312229,1
55.7310081,37.6336134,0
55.7329396,37.6371666,1
55.864378,37.6053772,0
55.8639631,37.6060293,0
55.7923414,37.7771257,0
55.8625516,37.6044429,0
55.8628247,37.6037571,0
55.7504414,37.4958394,1
55.8857591,37.6429333,0
55.8604145,37.6022561,1
55.8625552,37.6037994,1
55.8700924,37.6033139,1
55.8036274,37.4063375,0
55.6972945,37.5711366,0
55.6995543,37.5751572,0
55.6989935,37.5747147,0
55.7022409,37.5803929,0
55.7023762,37.5800684,0
55.694244,37.5663235,0
55.694801,37.566668,0
55.7254347,37.5670119,0
55.722602,37.5594397,1
55.7897921,37.6809206,0
55.6244174,37.508511,1
55.641605,37.5252071,0
55.6414443,37.5258778,1
55.6417265,37.526069,0
55.6418859,37.5253985,0
55.6201074,37.505536,0
55.6197875,37.5063905,0
55.6194696,37.5060273,0
55.6195668,37.5073243,0
55.6197878,37.5051753,0
55.6172681,37.5084324,0
55.617474,37.5078487,1
55.755847,37.6177036,1
55.6996634,37.5325399,1
55.8373377,37.5369086,1
55.7282283,37.7639725,1
55.7297417,37.7708964,1
55.7209808,37.7858921,1
55.6172111,37.7523477,1
55.8224408,37.8233173,1
55.6144007,37.7418409,1
55.8175417,37.8072088,1
55.7131337,37.6219008,0
55.7357285,37.5925272,0
55.6074679,37.512654,1
55.6071019,37.5120487,1
55.8658982,37.4425961,0
55.8603061,37.4483248,0
55.701154,37.6050147,1
55.7014232,37.7910744,1
55.734817,37.6279233,0
55.7424887,37.6290462,0
55.7422725,37.6290901,0
55.7422412,37.6292204,0
55.7399858,37.6638747,1
55.8457543,37.3622259,1
55.8689934,37.6531787,1
55.8494282,37.433499,1
55.8431205,37.4395477,1
55.8526009,37.6567242,0
55.8535415,37.6542074,1
